command,intent
number of stars,number_of_stars
stars count?,number_of_stars
number of stars?,number_of_stars
how many stars in total does the repository have?,number_of_stars
provide me with the total number of stars,number_of_stars
let me know how many stars are in the repository,number_of_stars
what is the number of stars that we have?,number_of_stars
total number of stars?,number_of_stars
in this repository what is the total count of stars,number_of_stars
count the repository stars,number_of_stars
I want to know the number of stars in the repository,number_of_stars
stars count,number_of_stars
In this repository, how many stars do I have?,number_of_stars
who are the contributors?,list_collaborators
list all the collaborators,list_collaborators
give me a list of all the collaborators to the repository,list_collaborators
Who are the repository collaborators?,list_collaborators
who collaborated in the repository?,list_collaborators
Who committed in this repository?,list_collaborators
Who are the repository contributors?,list_collaborators
list the names of all the contributors?,list_collaborators
list me all the people who helped in this project?,list_collaborators
let me know who contributed to the repository,list_collaborators
give me all the collaborators?,list_collaborators
who worked on this repository?,list_collaborators
give me all the contributors?,list_collaborators
who contributed to our project?,list_collaborators
give the number of downloads I have in repository,number_of_downloads
how many downloads in total does the repository have?,number_of_downloads
how many downloads do I have,number_of_downloads
what is the number of downloads that we have in repository?,number_of_downloads
number of downloads?,number_of_downloads
give me the download count in my repoisotry,number_of_downloads
please let me know the number of downloads in the repo,number_of_downloads
count the repository downloads,number_of_downloads
how many downloads for the repository?,number_of_downloads
How many downloads?,number_of_downloads
count all the downloads for me,number_of_downloads
how many downloads in total?,number_of_downloads
how many downloads do we have?,number_of_downloads
I want to know the number of downloads for the repository,number_of_downloads
