command
how many branches do we have?,number_of_branches
how many branches in total does the repository have?,number_of_branches
count all the branches for me,number_of_branches
how many branches in the repository?,number_of_branches
count for me the number of commits that I have,number_of_commits
how many commits in total does the repository have?,number_of_commits
what is the number of commits,number_of_commits
how many commits,number_of_commits
I want to know the number of commits in the repository,number_of_commits
count for me the number of commits,number_of_commits
total number of commits?,number_of_commits
in this repository what is the total count of commits,number_of_commits
how many commits in total?,number_of_commits
give the number of commits I have in repository,number_of_commits
I want to know the number of forks in the repository,number_of_forks
how many forks,number_of_forks
let me know how many forks are in the repository,number_of_forks
how many forks in the repository?,number_of_forks
how many forks in total?,number_of_forks
forks count,number_of_forks
count the repository forks,number_of_forks
I would like to know how many forks are there in total?,number_of_forks
what is the number of forks,number_of_forks
provide me with the total number of forks,number_of_forks
what is the number of subscribers that we have?,number_of_subscribers
subscribers count?,number_of_subscribers
"In this repository, how many subscribers do I have?",number_of_subscribers
please let me know the number of subscribers in the repo,number_of_subscribers
how many subscribers do I have?,number_of_subscribers
number of subscribers?,number_of_subscribers
let me know how many subscribers are in the repository,number_of_subscribers
How many subscribers?,number_of_subscribers
what is the number of subscribers,number_of_subscribers
count the repository subscribers,number_of_subscribers
give me the star count in my repoisotry,number_of_stars
give me a count of all the stars,number_of_stars
stars count,number_of_stars
how many stars do we have?,number_of_stars
how many stars do I have,number_of_stars
total number of stars?,number_of_stars
what is the number of stars,number_of_stars
How many stars?,number_of_stars
count all the stars for me,number_of_stars
let me know how many stars are in the repository,number_of_stars
tell me all the people who contributed to my project,list_collaborators
list the names of all the collaborators?,list_collaborators
who contributed to my repository?,list_collaborators
who contributed to the repository?,list_collaborators
who are the contributors?,list_collaborators
give me a list of all the contributors to the repository,list_collaborators
list all the people who worked on the project,list_collaborators
please give me the names of the repository collaborators,list_collaborators
who has worked on our project?,list_collaborators
let me know who contributed to the repository,list_collaborators
give me all the contributors?,list_collaborators
I want to know the number of downloads for the repository,number_of_downloads
how many downloads do we have?,number_of_downloads
how many downloads,number_of_downloads
number of downloads,number_of_downloads
total number of downloads?,number_of_downloads
what is the number of downloads that we have in repository?,number_of_downloads
give the number of downloads I have in repository,number_of_downloads
count repository downloads,number_of_downloads
I would like to know how many downloads are there in total?,number_of_downloads
number of downloads?,number_of_downloads
how many downloads do I have,number_of_downloads
