command
who owns repository?,repository_owner
To whom does this repo belong?,repository_owner
can you tell me the owner name,repository_owner
what is the repository legal license?,repository_license
license for the repository?,repository_license
What licences do we have?,repository_license
please give the licence we have,repository_license
what is the license for the repository ?,repository_license
I want to know the licences in our repository,repository_license
what is the legal license in this repository?,repository_license
contributors to issue 3234,issue_contributors
who worked on 33,issue_contributors
people that worked on 888,issue_contributors
issue 774 commenters,issue_contributors
issue 13 contributors,issue_contributors
give me names of all the contributors to issue 123,issue_contributors
give me a list of developers who contributed to issue 564,issue_contributors
I would like to know the topics in the repository we have,repository_topics
what are the topics for the repository ?,repository_topics
what topics does my repository have?,repository_topics
To which topics does the repository belong,repository_topics
what topics do we have,repository_topics
repository topics that we have?,repository_topics
can you give me the topics related to this repository,repository_topics
topics for this repository?,repository_topics
what are the repository topics,repository_topics
give me the repository creation date,repository_creation_date
what was the date of creation for the repository?,repository_creation_date
when was this repository created?,repository_creation_date
When did this project start?,repository_creation_date
what is the creation dete for the repository,repository_creation_date
I would like to know the date that we start this project,repository_creation_date
give me the creation date for the repository,repository_creation_date
at what date was the repository created?,repository_creation_date
which developer created file main.py?,file_creator
name the developer who created file users.db,file_creator
who added the file response.java ?,file_creator
creator of file server.json,file_creator
tell me the developer name who created file gitignore,file_creator
for file map.json who created it?,file_creator
who created the file index.js?,file_creator
who created file index.js?,file_creator
who first added this file domain.yml ?,file_creator
who created map.json?,file_creator
what commits were mentioned issue 74?,issue_related_commits
which commits in the repository are related to issue 84161?,issue_related_commits
give me a list of all the commits where issue 1235 was mentioned,issue_related_commits
issue 13 related commits?,issue_related_commits
in which commits was issue 964?,issue_related_commits
list commits that mention issue 84161,issue_related_commits
give me a the commits linked to issue 564,issue_related_commits
which commits mentioned issue 9521,issue_related_commits
what commits are related to 3234?,issue_related_commits
I want to know what are the branches in the repository right now,list_branches
what branches are available right now?,list_branches
give me the branches that we have,list_branches
what are the available branches?,list_branches
Give me a list of the branches,list_branches
what branches do we have?,list_branches
name all the branches in the repository,list_branches
give me a list of the names of all branches in the repo?,list_branches
list all the branches names,list_branches
list the names of branches,list_branches
branches count,number_of_branches
what is the number of branches,number_of_branches
give me a count of all the branches,number_of_branches
total number of branches?,number_of_branches
how many branches in total does the repository have?,number_of_branches
count for me the number of branches that I have,number_of_branches
how many branches do we have?,number_of_branches
how many branches do I have,number_of_branches
please let me know the number of branches in the repo,number_of_branches
number of branches?,number_of_branches
provide me with the total number of branches,number_of_branches
count for me the number of branches,number_of_branches
branches count?,number_of_branches
I want to know the number of commits in the repository,number_of_commits
how many commits in total?,number_of_commits
how many commits do I have?,number_of_commits
give me the commit count in my repoisotry,number_of_commits
how many commits in total does the repository have?,number_of_commits
give the number of commits I have in repository,number_of_commits
I would like to know how many commits are there in total?,number_of_commits
commits count?,number_of_commits
what is the number of commits that we have?,number_of_commits
"In this repository, how many commits do I have?",number_of_commits
count the repository commits,number_of_commits
give me a count of all the commits,number_of_commits
count for me the number of commits,number_of_commits
forks count?,number_of_forks
how many forks in total?,number_of_forks
how many forks do I have?,number_of_forks
how many forks do I have,number_of_forks
how many forks in the repository?,number_of_forks
give me a count of all the forks,number_of_forks
How many forks?,number_of_forks
count the repository forks,number_of_forks
number of forks?,number_of_forks
forks count,number_of_forks
total number of forks?,number_of_forks
count for me the number of forks,number_of_forks
let me know how many forks are in the repository,number_of_forks
how many subscribers in total does the repository have?,number_of_subscribers
how many subscribers,number_of_subscribers
count all the subscribers for me,number_of_subscribers
please let me know the number of subscribers in the repo,number_of_subscribers
number of subscribers,number_of_subscribers
give the number of subscribers I have in repository,number_of_subscribers
I would like to know how many subscribers are there in total?,number_of_subscribers
subscribers count,number_of_subscribers
how many subscribers do I have?,number_of_subscribers
in this repository what is the total count of subscribers,number_of_subscribers
count for me the number of subscribers,number_of_subscribers
let me know how many subscribers are in the repository,number_of_subscribers
count the repository subscribers,number_of_subscribers
give the number of stars I have in repository,number_of_stars
give me the star count in my repoisotry,number_of_stars
how many stars in total?,number_of_stars
count all the stars for me,number_of_stars
provide me with the total number of stars,number_of_stars
let me know how many stars are in the repository,number_of_stars
I want to know the number of stars in the repository,number_of_stars
how many stars in total does the repository have?,number_of_stars
I would like to know how many stars are there in total?,number_of_stars
what is the number of stars that we have?,number_of_stars
total number of stars?,number_of_stars
count for me the number of stars that I have,number_of_stars
in this repository what is the total count of stars,number_of_stars
who collaborated on repository?,list_collaborators
list who worked on this project,list_collaborators
who contributed to the repository?,list_collaborators
list all the workers on this repository,list_collaborators
Who are the repository collaborators?,list_collaborators
list all the collaborators,list_collaborators
give me all the contributors?,list_collaborators
list the names of all the contributors?,list_collaborators
let me know who contributed to the repository,list_collaborators
give me a list of all the contributors to the repository,list_collaborators
tell me all the people who contributed to my project,list_collaborators
list all the people who worked on the project,list_collaborators
who worked on this repository?,list_collaborators
please give me the names of the repository collaborators,list_collaborators
count all the downloads for me,number_of_downloads
downloads count?,number_of_downloads
what is the number of downloads that we have in repository?,number_of_downloads
how many downloads do we have?,number_of_downloads
"In this repository, how many downloads do I have?",number_of_downloads
what is the number of downloads,number_of_downloads
in this repository what is the total count of downloads,number_of_downloads
count for me the number of downloads,number_of_downloads
count for me the number of downloads that I have,number_of_downloads
how many downloads in total?,number_of_downloads
I want to know the number of downloads for the repository,number_of_downloads
total number of downloads?,number_of_downloads
what is the number of downloads that we have?,number_of_downloads
please let me know the number of downloads in the repo,number_of_downloads
